Country Name,Country Code,Series Name,Series Code,2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
Australia,AUS,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,35880,38820,37750,40210,41430,44650,45520,45270,45110,47160
Australia,AUS,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,8.98262E+11,9.54019E+11,1.02559E+12,1.12214E+12,1.36599E+12,1.52464E+12,1.52726E+12,1.43953E+12,1.31055E+12,1.26349E+12
Australia,AUS,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,7.62372E+11,8.42099E+11,8.31622E+11,8.98285E+11,9.42265E+11,1.03355E+12,1.06985E+12,1.07965E+12,1.09206E+12,1.16007E+12
Australia,AUS,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,28.60648257,27.32507776,26.76627057,26.41415509,27.6497194,27.80950556,26.6506076,26.1433301,25.29549218,24.17924414
Australia,AUS,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,10.78836729,11.92575814,11.86682435,13.06709696,12.72958582,12.90999462,13.5987282,13.51306446,14.78155861,..
Australia,AUS,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,94,94,94,94,94,94,94,95,95,95
Australia,AUS,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,22.73909897,22.82647568,20.87386525,20.50509857,21.76810529,21.28586162,21.50408328,21.53442325,21.51844657,20.62261643
Australia,AUS,Income share held by lowest 20%,SI.DST.FRST.20,7.2,..,7.3,..,..,..,..,..,..,..
Australia,AUS,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,25.53130505,26.92747846,25.06375671,26.34294971,26.18873597,25.0373236,25.41766514,23.54903528,22.25826161,23.04841103
Australia,AUS,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,4.525093288,5.003473379,1.163802785,6.25869016,1.874443802,-0.157896221,1.439945165,-0.728029657,-0.45836818,3.701453585
Australia,AUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.39512195,81.54390244,81.69512195,81.89512195,82.04634146,82.14878049,82.3,82.4,82.5,..
Australia,AUS,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,36.81696259,34.51915003,36.20444808,36.96773316,33.53708091,31.46229232,32.54220578,29.39094816,32.1570328,34.71377024
Australia,AUS,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.797239012,1.929179691,1.862399774,1.769389864,1.679917358,1.649533076,1.781294955,1.958451254,2.092849524,1.989292632
Australia,AUS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,103.6429999,102.1204248,101.7176081,105.8238999,106.6434188,107.728789,106.7533735,108.2793309,110.0520902,112.6886209
Australia,AUS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,5.2,5,4.8,4.6,4.3,4.2,4,3.8,3.7,3.5
Australia,AUS,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,174.6305017,162.9756368,178.9001645,200.4326852,181.9911309,176.9916008,165.0740497,148.3021277,146.8687703,..
Australia,AUS,Net migration,SM.POP.NETM,..,..,..,..,913107,..,..,..,..,849966
Australia,AUS,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,1526025147,1334648953,1864472761,2449287569,2405316867,2389397584,2258340296,2141153757,2055378172,2004255052
Australia,AUS,Population density (people per sq. km of land area),EN.POP.DNST,2.765994559,2.823594496,2.867858584,2.90798641,2.960373196,3.012886896,3.059518373,3.104641058,3.151505278,3.202027127
Australia,AUS,Population growth (annual %),SP.POP.GROW,2.00402174,2.06104513,1.555489589,1.389527316,1.78544535,1.758338077,1.535878854,1.464059816,1.498209742,1.590388168
Australia,AUS,"Population, total",SP.POP.TOTL,21249200,21691700,22031750,22340024,22742475,23145901,23504138,23850784,24210809,24598933
Australia,AUS,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,0.5,..,0.5,..,..,..,..,..,..,..
Australia,AUS,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Australia,AUS,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,26.64592507,24.50476913,23.33953516,22.71748576,23.56493854,24.47052642,24.44265361,24.50925248,24.84863859,..
Australia,AUS,"School enrollment, primary (% gross)",SE.PRM.ENRR,105.1753387,105.4492569,105.8841095,106.0767288,106.4743195,106.5601883,106.0700378,102.2231903,101.3403015,..
Australia,AUS,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,..,..,..,..,..,..,..,0.925260007,0.924979985,..
Australia,AUS,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,..,..,..,158.1471863,153.8482666,..
Australia,AUS,Statistical Capacity score (Overall average),IQ.SCI.OVRL,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Surface area (sq. km),AG.SRF.TOTL.K2,7741220,7741220,7741220,7741220,7741220,7741220,7741220,7741220,7741220,7741220
Australia,AUS,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,24.29616487,22.09326537,20.56541596,20.36926388,21.23623731,22.05964996,22.027653,22.04280981,22.28929311,..
Australia,AUS,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,..,..,..,..,..,..,..,..,28.59184172,29.70879373
Australia,AUS,Time required to start a business (days),IC.REG.DURS,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Australia,AUS,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Urban population growth (annual %),SP.URB.GROW,2.146571279,2.202217639,1.695285378,1.527957416,1.904951778,1.875364045,1.652767173,1.579643605,1.613662326,1.71152556
Brazil,BRA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,68.911,68.433,67.955,67.477,66.999,65.9186,64.8382,63.7578,62.6774,..
Brazil,BRA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,4.567851257,4.476774029,4.115756488,4.342034128,4.168328224,4.506886182,4.325610539,4.319149429,4.891386086,4.565112604
Brazil,BRA,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,..,..,..,..,1.320968027,..,1.320968027,..,..,..
Brazil,BRA,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,98.8,98.9,98.9,99,99,99.1,99.1,99.1,..,..
Brazil,BRA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.008670258,1.883811784,2.132937571,2.211587235,2.343570115,2.488417184,2.594388285,..,..,..
Brazil,BRA,"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,..,..,..,..,..,80.2,..,..,..,..
Brazil,BRA,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,85.90877833,90.47495171,93.38870295,95.15544685,101.0640492,100.0459387,103.4405369,107.063169,111.3271175,111.2607377
Brazil,BRA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,2218.883587,2185.745263,2361.055941,2416.462848,2485.588137,2551.407985,2601.365506,..,..,..
Brazil,BRA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1288.117286,1233.753632,1351.028896,1359.122359,1404.755271,1451.167804,1484.926638,..,..,..
Brazil,BRA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,13.53400059,10.85137114,10.73819942,11.46613801,11.70305477,11.63018213,11.01194282,12.90019142,12.49461885,12.56757437
Brazil,BRA,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2.62957E+11,2.81651E+11,3.52364E+11,4.04046E+11,4.40515E+11,4.83765E+11,5.56921E+11,5.43397E+11,5.43257E+11,..
Brazil,BRA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.851,1.824,1.805,1.79,1.777,1.765,1.753,1.74,1.726,..
Brazil,BRA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,50716402711,31480932200,88452079264,1.01158E+11,86606502981,69686087841,97179590335,74718044774,77794463497,70685049298
Brazil,BRA,Forest area (sq. km),AG.LND.FRST.K2,5017684,5001132,4984580,4974740,4964900,4955060,4945220,4935380,..,..
Brazil,BRA,GDP (current US$),NY.GDP.MKTP.CD,1.69582E+12,1.66702E+12,2.20887E+12,2.6162E+12,2.46519E+12,2.47281E+12,2.45599E+12,1.80221E+12,1.79399E+12,2.05551E+12
Brazil,BRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.090857911,-0.125775154,7.541798636,3.985277615,1.933107889,3.010305581,0.508210254,-3.549767247,-3.468162856,0.976085681
Brazil,BRA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,7400,8070,9610,11010,12280,12730,12020,10100,8860,8580
Brazil,BRA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,12620,12590,13830,14580,15070,15780,15880,15330,14880,15160
Brazil,BRA,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,1.42734E+12,1.57242E+12,1.89107E+12,2.18847E+12,2.46347E+12,2.5761E+12,2.45418E+12,2.08001E+12,1.83969E+12,1.79649E+12
Brazil,BRA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,2.43594E+12,2.45319E+12,2.72077E+12,2.89746E+12,3.02276E+12,3.19373E+12,3.24194E+12,3.15756E+12,3.09016E+12,3.17341E+12
Brazil,BRA,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,21.61938291,18.79613513,21.80132157,21.82627111,21.41722537,21.69376694,20.54841076,17.41162586,15.38723985,15.5028198
Brazil,BRA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,11.64693565,13.19727786,11.22417166,9.720194162,10.49270307,9.650624054,10.61499047,12.30504082,13.44870632,..
Brazil,BRA,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,99,99,99,99,99,98,97,96,95,97
Brazil,BRA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,13.72356887,11.2546046,11.77920798,12.23551783,13.06225025,13.93167816,13.673463,14.05343452,12.07966389,11.55218258
Brazil,BRA,Income share held by lowest 20%,SI.DST.FRST.20,3.2,3.2,..,3.3,3.4,3.4,3.7,3.6,..,..
Brazil,BRA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,23.08529373,21.87859258,23.26797735,23.10205096,22.13364737,21.22480995,20.47246275,19.3597938,18.27879143,18.47556946
Brazil,BRA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,8.782008072,7.313442599,8.409654436,8.307285349,7.930491528,7.498842407,7.842144591,7.570640312,8.144388499,3.791215029
Brazil,BRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.129,73.488,73.838,74.174,74.488,74.777,75.042,75.284,75.509,..
Brazil,BRA,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,22.42681267,17.19665677,17.81235232,18.84424748,19.30790551,19.92025322,18.90300916,20.5284402,18.32666762,18.25558723
Brazil,BRA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.441924069,1.538625706,1.539406993,1.41185119,1.378656465,1.329446085,1.330244423,1.364428607,1.348498796,1.410026024
Brazil,BRA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,78.06102237,86.91075624,100.0679429,117.9533009,123.8145622,133.9368763,137.468532,125.1755852,117.5362334,112.9965568
Brazil,BRA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,20.7,19.6,18.7,17.9,17.3,16.7,16.2,15.7,16.3,14.8
Brazil,BRA,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,109.7798709,107.6728021,125.1714955,135.8316872,128.0292611,125.397175,121.7299964,108.3833114,112.4363981,..
Brazil,BRA,Net migration,SM.POP.NETM,..,..,..,..,15924,..,..,..,..,30000
Brazil,BRA,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,452370000,353690000,448670000,821070000,1288540000,1155730000,914150000,1003150000,674620000,..
Brazil,BRA,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,3642585000,2889159500,3082801866,3214602243,2784072055,2717675069,2647908513,2896909952,2739786527,2698770651
Brazil,BRA,Population density (people per sq. km of land area),EN.POP.DNST,23.08875288,23.31810618,23.54546215,23.77163914,23.995887,24.21694683,24.43284427,24.64209836,24.84438703,25.04005413
Brazil,BRA,Population growth (annual %),SP.POP.GROW,1.016864591,0.988453746,0.970296367,0.956012574,0.938920327,0.917022961,0.887563333,0.852799206,0.817555711,0.784485491
Brazil,BRA,"Population, total",SP.POP.TOTL,192979029,194895996,196796269,198686688,200560983,202408632,204213133,205962108,207652865,209288278
Brazil,BRA,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,5.6,5.4,..,4.7,3.8,3.8,2.8,3.4,..,..
Brazil,BRA,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,14.1,13.3,..,11.1,9,8.9,7.4,8.7,..,..
Brazil,BRA,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.6
Brazil,BRA,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,..,..,..,..,..,..,..,..
Brazil,BRA,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..,..,..,..,..,..,..,..,..,..
Brazil,BRA,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,27.00918756,23.97555717,28.75040341,28.85511001,29.10273245,28.18458604,26.86321061,28.97961461,29.50957529,..
Brazil,BRA,"School enrollment, primary (% gross)",SE.PRM.ENRR,132.0552063,131.1651611,..,132.4966125,130.3760223,109.7704926,111.0638733,115.3407898,..,..
Brazil,BRA,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.038730025,1.044160008,..,1.025930047,1.035640001,1.029579997,1.029139996,1.017940044,..,..
Brazil,BRA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,96.72012329,96.66548157,..,95.26338196,95.5837326,101.8680725,101.9508972,99.65097046,..,..
Brazil,BRA,Statistical Capacity score (Overall average),IQ.SCI.OVRL,86.66666667,86.66666667,83.33333333,84.44444444,78.88888889,75.55555556,75.55555556,72.22223333,76.66666667,74.44443333
Brazil,BRA,Surface area (sq. km),AG.SRF.TOTL.K2,8515770,8515770,8515770,8515770,8515770,8515770,8515770,8515770,8515770,8515770
Brazil,BRA,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,15.49281368,14.41753155,13.62344738,14.22012315,13.65145753,13.44169026,12.76168689,12.82486326,12.8508409,..
Brazil,BRA,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,..,..,..,..,..,..,..,..,20.73728423,28.57825261
Brazil,BRA,Time required to start a business (days),IC.REG.DURS,..,..,..,..,..,86.6,83.6,83,79.5,79.5
Brazil,BRA,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,23.47129595,23.48894963,18.37047415,18.72677989,15.688206,28.12010074,22.45095787,38.10196949,51.2455349,..
Brazil,BRA,Urban population growth (annual %),SP.URB.GROW,1.376919317,1.340077908,1.315945163,1.306379603,1.283353902,1.253232431,1.219137891,1.177448065,1.134181084,1.094318716
China,CHN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,7.064,7.018,6.972,6.926,6.88,6.7856,6.6912,6.5968,6.5024,..
China,CHN,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,10.25089863,9.786188981,9.530192941,9.434516062,9.419936158,9.295189652,9.059922416,8.832724007,8.562942661,7.91511092
China,CHN,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,..,..,..,..,21.32243157,..,21.32243157,..,..,..
China,CHN,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,99.1,99.3,99.6,99.7,99.8,99.9,99.9,99.9,..,..
China,CHN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.701915025,6.010102433,6.560520007,7.241515419,7.424750916,7.557211045,7.543907641,..,..,..
China,CHN,"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,89.3,89,89.1,88.6,87.9,..,..,..,..,..
China,CHN,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,118.7355902,141.6805111,142.1987711,140.6030514,149.082586,155.7355255,167.2368911,193.4095802,215.1826806,215.2377438
China,CHN,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,2446.369055,2612.45662,2943.589954,3298.003913,3474.988062,3773.405384,3927.0445,..,..,..
China,CHN,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1672.90412,1778.433519,1954.722556,2086.486904,2155.164788,2213.759327,2236.729908,..,..,..
China,CHN,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,32.51957332,24.45665122,26.26741407,26.49432272,25.40819583,24.50498149,23.49505827,21.34807161,19.65837757,19.7573801
China,CHN,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,3.80165E+11,4.47662E+11,7.34465E+11,1.04436E+12,1.13825E+12,1.47162E+12,1.77054E+12,1.32596E+12,1.42947E+12,..
China,CHN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.581,1.586,1.59,1.594,1.599,1.604,1.61,1.617,1.624,..
China,CHN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,1.71535E+11,1.31057E+11,2.43703E+11,2.80072E+11,2.41214E+11,2.90928E+11,2.68097E+11,2.42489E+11,1.7475E+11,1.68224E+11
China,CHN,Forest area (sq. km),AG.LND.FRST.K2,1975837.4,1990970.2,2006103,2021525,2036947,2052369,2067791,2083213,..,..
China,CHN,GDP (current US$),NY.GDP.MKTP.CD,4.59821E+12,5.10995E+12,6.10062E+12,7.57255E+12,8.56055E+12,9.60722E+12,1.04824E+13,1.10647E+13,1.1191E+13,1.22377E+13
China,CHN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,9.654289373,9.399813171,10.63614046,9.536443008,7.85626211,7.757635146,7.297665959,6.900204817,6.7,6.9
China,CHN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,3100,3690,4340,5060,5940,6800,7520,7950,8250,8690
China,CHN,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,7680,8360,9290,10290,11320,12270,13460,14400,15480,16760
China,CHN,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,4.10601E+12,4.90617E+12,5.81091E+12,6.79816E+12,8.02734E+12,9.22379E+12,1.02649E+13,1.08975E+13,1.13804E+13,1.20429E+13
China,CHN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1.01767E+13,1.11299E+13,1.24316E+13,1.38282E+13,1.52963E+13,1.6652E+13,1.83597E+13,1.97394E+13,2.13411E+13,2.32415E+13
China,CHN,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,43.26637446,46.44130408,47.61226023,47.68586754,47.23453111,47.38775199,47.00771662,45.40088041,44.26358088,43.60021441
China,CHN,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,25.56531104,27.53404158,27.51270427,25.8079484,26.27400734,26.96548952,25.37227632,25.64819362,25.236142,..
China,CHN,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,97,99,99,99,99,99,99,99,99,99
China,CHN,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,24.93329888,20.14877647,22.6218853,24.10550867,22.699663,22.06025329,21.38150201,18.10499392,17.37543911,18.04601949
China,CHN,Income share held by lowest 20%,SI.DST.FRST.20,5.1,..,0,0,5.2,0,0,0,..,..
China,CHN,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,46.93247802,45.88377306,46.39605425,46.4006848,45.273502,44.0081519,43.10295577,40.93163605,39.88078035,40.45627143
China,CHN,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,7.827406952,-0.133898166,6.944445338,8.152151195,2.392484151,2.225234148,0.828373663,0.093333428,1.138017622,4.05448338
China,CHN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.808,75.032,75.236,75.425,75.602,75.769,75.932,76.092,76.252,..
China,CHN,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,55.74478284,43.20068574,48.74915601,48.0929562,45.17373548,43.29028647,41.03580711,35.72664461,32.93324505,33.54566495
China,CHN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.878156146,2.067426107,1.896713147,1.821927498,1.83856391,1.872333625,1.915341272,1.934922427,1.930606381,1.908844978
China,CHN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,47.69694564,55.2645244,63.17336105,72.12191839,80.87231798,88.88624773,92.51732892,92.48087287,97.25213003,104.5816819
China,CHN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,18.5,17,15.8,14.6,13.5,12.5,11.6,10.8,10,9.3
China,CHN,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,83.81236263,91.09617167,82.05059399,79.04874299,79.75523623,80.64771598,82.96137996,93.03458303,93.64331531,..
China,CHN,Net migration,SM.POP.NETM,..,..,..,..,-1698448,..,..,..,..,-1624595
China,CHN,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,1317730000,1153980000,671890000,-602940000,-180530000,-656550000,-947070000,-332270000,-791080000,..
China,CHN,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,9136546900,9209489821,13636040942,16568371453,17065623287,17790105219,29910500593,44445297190,35225583770,28666122721
China,CHN,Population density (people per sq. km of land area),EN.POP.DNST,141.0977052,141.8012441,142.4877434,143.1721123,143.8713936,144.5834568,145.317356,146.0576461,146.850662,147.674035
China,CHN,Population growth (annual %),SP.POP.GROW,0.512386932,0.497381401,0.482959689,0.479150454,0.487231118,0.493709634,0.506311592,0.508136747,0.541478512,0.559121331
China,CHN,"Population, total",SP.POP.TOTL,1324655000,1331260000,1337705000,1344130000,1350695000,1357380000,1364270000,1371220000,1378665000,1386395000
China,CHN,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,14.7,..,11.2,7.9,6.5,1.9,1.4,0.7,..,..
China,CHN,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,17.2,12.7,10.2,8.5,7.2,5.7,4.5,3.1
China,CHN,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,..,..,..,..,..,..,..,..,..,..
China,CHN,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,3.8,3.4,3.4,..,..,2.4,..,..,..,..
China,CHN,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,103.2322083,105.6682892,106.3222504,103.5986786,..,99.88661957,..,..,..,..
China,CHN,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,11.06714536,11.64387554,11.20630667,11.20747937,11.10211254,10.91424839,15.80808387,16.03850912,..,..
China,CHN,"School enrollment, primary (% gross)",SE.PRM.ENRR,109.653862,109.3620911,107.4568634,105.9067001,105.2337112,103.8762283,99.20278931,99.33322906,100.8538132,..
China,CHN,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.998109996,1.004600048,0.990350008,0.994029999,0.99883002,1.007809997,1.011240005,1.013380051,1.011940002,..
China,CHN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,79.81587982,84.01274872,88.03044128,91.08334351,92.56813049,95.029953,..,..,..,..
